base	cold	377.6	13.00/22.96	27.79/25.35	cpu=171.9 
base	binsize	29691784	-	-	bytes
fat3	cold	310.0	11.18/20.56	31.30/21.02	cpu=283.1 
fat3	binsize	35156856	-	-	bytes
it1	cold	170.6	10.03/17.20	13.70/14.89	cpu=194.3 
it1	binsize	42884392	-	-	bytes
it0	cold	117.4	6.27/12.01	11.82/11.52	cpu=94.9 
it0	binsize	120910856	-	-	bytes
it2	cold	280.4	2.39/5.84	14.08/14.98	cpu=255.6 
it2	binsize	40595448	-	-	bytes
it1c8	cold	125.6	3.94/11.07	11.25/11.33	cpu=196.0 
it1c8	binsize	43259968	-	-	bytes
it3	cold	144.6	1.83/6.95	7.14/7.22	cpu=247.9 
it3	binsize	40462384	-	-	bytes
it3	warm-c1	2.9	2.39/5.48	2.39/5.48	cpu=4.3 
it3	warm-c2	2.2	2.39/5.48	3.88/5.74	cpu=4.3 
it3	warm-c3	2.2	3.88/5.74	3.88/5.74	cpu=4.3 
it3	plan-c1	1.1	3.88/5.74	3.88/5.74	cpu=1.1 
it3	plan-c2	1.1	3.88/5.74	3.73/5.68	cpu=1.1 
it3	plan-c3	1.1	3.73/5.68	3.73/5.68	cpu=1.1 
base	warm-c1	60.4	3.73/5.68	2.72/5.04	cpu=59.8 
fat3	warm-c1	83.6	2.72/5.04	2.25/4.27	cpu=82.3 
it1	warm-c1	5.0	2.25/4.27	3.83/4.57	cpu=4.4 
it0	warm-c1	4.9	3.83/4.57	5.36/4.87	cpu=4.3 
it2	warm-c1	4.7	5.36/4.87	5.73/4.96	cpu=4.6 
it1c8	warm-c1	4.8	5.73/4.96	6.96/5.22	cpu=4.5 
base	warm-c2	59.4	6.96/5.22	3.85/4.67	cpu=60.3 
fat3	warm-c2	81.5	3.85/4.67	1.92/3.86	cpu=82.8 
it1	warm-c2	2.8	1.92/3.86	1.84/3.82	cpu=4.4 
it0	warm-c2	3.1	1.84/3.82	1.84/3.82	cpu=4.3 
it2	warm-c2	3.0	1.84/3.82	2.01/3.82	cpu=4.4 
it1c8	warm-c2	2.8	2.01/3.82	2.01/3.82	cpu=4.4 
base	warm-c3	58.5	2.01/3.82	1.48/3.33	cpu=59.7 
fat3	warm-c3	84.8	1.48/3.33	3.70/3.40	cpu=85.9 
it1	warm-c3	3.7	3.70/3.40	5.40/3.76	cpu=5.0 
it0	warm-c3	4.1	5.40/3.76	6.89/4.09	cpu=5.2 
it2	warm-c3	6.4	6.89/4.09	7.54/4.28	cpu=5.1 
it1c8	warm-c3	3.8	7.54/4.28	7.74/4.37	cpu=5.3 
base	plan-c1	2.7	7.74/4.37	7.52/4.38	cpu=1.3 
fat3	plan-c1	1.0	7.52/4.38	7.52/4.38	cpu=1.0 
it1	plan-c1	1.3	7.52/4.38	7.52/4.38	cpu=1.3 
it0	plan-c1	10.1	7.52/4.38	8.44/4.68	cpu=10.0 
it2	plan-c1	1.1	8.44/4.68	8.44/4.68	cpu=1.1 
it1c8	plan-c1	1.3	8.44/4.68	8.16/4.69	cpu=1.3 
base	plan-c2	1.1	8.16/4.69	8.16/4.69	cpu=1.1 
fat3	plan-c2	1.4	8.16/4.69	8.16/4.69	cpu=1.4 
it1	plan-c2	1.3	8.16/4.69	8.15/4.74	cpu=1.3 
it0	plan-c2	10.3	8.15/4.74	8.04/4.83	cpu=10.3 
it2	plan-c2	1.1	8.04/4.83	8.04/4.83	cpu=1.1 
it1c8	plan-c2	1.3	8.04/4.83	8.04/4.83	cpu=1.3 
base	plan-c3	1.3	8.04/4.83	8.04/4.83	cpu=1.3 
fat3	plan-c3	1.2	8.04/4.83	7.95/4.87	cpu=1.2 
it1	plan-c3	1.3	7.95/4.87	7.95/4.87	cpu=1.3 
it0	plan-c3	10.5	7.95/4.87	7.34/4.84	cpu=10.4 
it2	plan-c3	1.4	7.34/4.84	7.34/4.84	cpu=1.1 
it1c8	plan-c3	1.3	7.34/4.84	7.34/4.84	cpu=1.3 
dtoday	cold	133.5	7.15/4.84	13.45/7.49	cpu=229.3 
dtoday	binsize	260868560	-	-	bytes
d1	cold	162.9	10.34/7.74	16.40/10.83	cpu=694.5 
d1	binsize	270255904	-	-	bytes
d1nodbg	cold	180.4	15.64/10.77	17.45/13.57	cpu=578.0 
d1nodbg	binsize	42411352	-	-	bytes
d2	cold	192.7	15.72/13.32	20.26/15.25	cpu=857.0 
d2	binsize	292980864	-	-	bytes
dtoday	warm-c1	14.0	17.54/14.90	16.10/14.67	cpu=5.1 
d1	warm-c1	41.2	16.10/14.67	19.75/15.68	cpu=5.0 
d1nodbg	warm-c1	18.5	19.75/15.68	19.82/15.90	cpu=4.4 
d2	warm-c1	6.9	19.82/15.90	17.39/15.51	cpu=5.4 
dtoday	warm-c2	17.5	17.39/15.51	16.63/15.44	cpu=5.0 
